Event Id,Restaurant Name,Restaurant Id,Photo URL,Event Title,Event Start Date,Event End Date
336644,AIR- An Ivory Region,18856789,https://b.zmtcdn.com/data/zomato_events/photos/46f/1c1651fcd360fe1468cfc06125b1646f_1554705305.jpg,Dhol Bhangra Night,2019-04-10,2019-04-11
336889,Local,18382360,NA,Cocktail Wednesday,2019-04-10,2019-04-10
336888,Local,18382360,NA,Cocktail Wednesday,2019-04-10,2019-04-10
336890,Local,18382360,https://b.zmtcdn.com/data/zomato_events/photos/193/bed72acb4c93b8affeba209ccad08193_1554726578.jpg,Cocktail Wednesday,2019-04-10,2019-04-10
336894,Local,18382360,https://b.zmtcdn.com/data/zomato_events/photos/f6c/0aea33156c313eef2343ac6f0e0a5f6c_1554726952.jpg,Hip Hop Friday,2019-04-12,2019-04-12
336903,Local,18382360,https://b.zmtcdn.com/data/zomato_events/photos/5ee/165894b7ce0bfd2812796a3f8c6f15ee_1554728236.jpg,Urban Saturday,2019-04-13,2019-04-13
336622,Jungle Jamboree,18466951,https://b.zmtcdn.com/data/zomato_events/photos/ffe/96d21e7be18ea0bbc2d7f44496697ffe_1554702984.jpg,Special Navratras Thali at just @399 +Taxes at Jungle Jamboree,2019-04-08,2019-04-13
336251,The Luggage Room Kitchen And Bar,18337893,https://b.zmtcdn.com/data/zomato_events/photos/799/108cf02227f93ebf23d0931aad9c6799_1554553534.jpeg,Commercial Night,2019-04-10,2019-04-11
336248,The Luggage Room Kitchen And Bar,18337893,https://b.zmtcdn.com/data/zomato_events/photos/64f/6b5003ddf79e8c67cb0ce2e8a17aa64f_1554552608.jpeg,Ladies Night,2019-04-11,2019-04-11
337099,Dum Laga Ke Haishaa,18571735,https://b.zmtcdn.com/data/zomato_events/photos/bd5/f3d41368563de4717c134eb22144bbd5_1554791503.jpg,Live Sports Screening,2019-04-09,2019-05-18
337096,Dum Laga Ke Haishaa,18571735,https://b.zmtcdn.com/data/zomato_events/photos/484/5e127cada3fadb0325231b4af17a7484_1554791314.jpg,Poila Baishak,2019-04-14,2019-04-15
337102,Dum Laga Ke Haishaa,18571735,https://b.zmtcdn.com/data/zomato_events/photos/42d/5ff1422e615ed8199844db6c6839342d_1554791652.jpg,Poila Baishak Special,2019-04-14,2019-04-15
334818,JW Kitchen - JW Marriott Hotel Kolkata,18398880,https://b.zmtcdn.com/data/zomato_events/photos/cd3/63b861ffce13a6772331351c3d4a7cd3_1554270291.jpeg,Poila Baishakh Buffet ,2019-04-15,2019-04-15
337247,Echoes Kolkata,18761167,https://b.zmtcdn.com/data/zomato_events/photos/fd4/28cb2e167c37cb93352c8d7ff086ffd4_1554804343.jpg,Celebrate Poila Boishak with Echoes,2019-04-15,2019-04-15
333108,Five Mad Men,18751849,https://b.zmtcdn.com/data/zomato_events/photos/c36/7f0216962bad1b7239eb65be4e79ac36_1553939104.jpg,Apna Stadium Khud Chuno - IPL 2019 Big Match Day,2019-04-03,2019-05-05
333108,Five Mad Men,18751849,https://b.zmtcdn.com/data/zomato_events/photos/a21/d419fb7720cd78bac240d94d5a5e9a21_1553939104.jpg,Apna Stadium Khud Chuno - IPL 2019 Big Match Day,2019-04-03,2019-05-05
333108,Five Mad Men,18751849,https://b.zmtcdn.com/data/zomato_events/photos/834/9b9cbc8c2936e8579adf4ab9c7ae2834_1553939104.jpg,Apna Stadium Khud Chuno - IPL 2019 Big Match Day,2019-04-03,2019-05-05
334920,Five Mad Men,18751849,https://b.zmtcdn.com/data/zomato_events/photos/d2e/33c4ccd53ddb4032a84e21c79e166d2e_1554444408.jpg,Ladies Night,2019-04-11,2019-04-11
334922,Five Mad Men,18751849,https://b.zmtcdn.com/data/zomato_events/photos/ee3/13745a8a0307c436afac7fc4f2cdfee3_1554282159.jpg,Game of Thrones - Special Screening of season 8,2019-04-15,2019-04-15
336892,Tamasha,18392725,https://b.zmtcdn.com/data/zomato_events/photos/226/ba2b3f29cb4ad068b5c24e2be8a47226_1554726923.jpg,Bombay Velvet,2019-04-11,2019-04-12
336898,Tamasha,18392725,https://b.zmtcdn.com/data/zomato_events/photos/4d5/714bbc76d08697beb0a92b7a164f04d5_1554727292.jpg,Zulfi Performing Live,2019-04-12,2019-04-13
336881,JLWA,18566818,https://b.zmtcdn.com/data/zomato_events/photos/ee5/3136ce776bb5713020dc50098b29bee5_1554725717.jpg,Juggy & Band Live,2019-04-10,2019-04-11
318235,Rude Lounge,48851,https://b.zmtcdn.com/data/zomato_events/photos/4d5/13623423b8a28744a3d0fdbeee5754d5_1551098744.jpg,Zumba Fitness with ZIN Mohsin & ZIN Varsha at Rude Powai,2019-04-20,2019-04-20
337298,The Cult - Peninsula Grand Hotel,18205932,https://b.zmtcdn.com/data/zomato_events/photos/779/9c795d7fe0945fd03311ca0a1d4d4779_1554810004.jpg,Happy Hours ,2019-04-09,2020-05-29
336620,The Cult - Peninsula Grand Hotel,18205932,https://b.zmtcdn.com/data/zomato_events/photos/fb7/1d739bd9adde62656223c325dc1cffb7_1554702895.jpg,Glam & Glitz Bolly Molly Ladies Retro Night,2019-04-10,2019-04-11
336992,The Cult - Peninsula Grand Hotel,18205932,https://b.zmtcdn.com/data/zomato_events/photos/31a/2ef46c5df1053dbe761c310e54e5731a_1554736500.jpg,MTV Swag Ladies Night ,2019-04-11,2019-04-12
337480,The Cult - Peninsula Grand Hotel,18205932,https://b.zmtcdn.com/data/zomato_events/photos/4bc/fb22c3cb199bcee76f159b87476fb4bc_1554830904.jpg,Friday Night,2019-04-12,2019-04-13
337300,The Cult - Peninsula Grand Hotel,18205932,https://b.zmtcdn.com/data/zomato_events/photos/f2c/379de3e6f9d48b0d43db2e83a8a4bf2c_1554810208.jpg,Saturday Night,2019-04-13,2019-04-14
337023,The Cult - Peninsula Grand Hotel,18205932,https://b.zmtcdn.com/data/zomato_events/photos/667/b3386da080734d28b323598100093667_1554751324.jpg,Sunday Night ,2019-04-14,2019-04-15
336281,Coffee Culture,18580259,https://b.zmtcdn.com/data/zomato_events/photos/307/17dd56fc03fc0a87c182a5dd9df10307_1554562379.jpg,Ink-A-Laugh Presents Bearly Funny,2019-04-11,2019-04-11
336279,Coffee Culture,18580259,NA,"Stand Up Comedy @ Coffee Culture, Bandra On Every Thursday !",2019-04-18,2019-04-18
335948,Bombay Adda,18772094,https://b.zmtcdn.com/data/zomato_events/photos/e42/9bc929b0f3d42c75d9f8b200c58a8e42_1554468914.jpg,Ladies & Models Night Ft. DJ Njay,2019-04-11,2019-04-12
335953,Bombay Adda,18772094,https://b.zmtcdn.com/data/zomato_events/photos/5b9/8b95311c377aeb3c52778b4787b465b9_1554469109.jpg,Friday Night Ft. Kaleem & Basand,2019-04-12,2019-04-13
335954,Bombay Adda,18772094,https://b.zmtcdn.com/data/zomato_events/photos/7ff/80001b30b1ecbc35a214ac16867857ff_1554469271.jpg,Saturday Night Ft. Kaleem & Basand,2019-04-13,2019-04-14
335989,Bombay Adda,18772094,https://b.zmtcdn.com/data/zomato_events/photos/daf/f8880703cde05ef2d9a60c58fef8edaf_1554471175.jpg,Unplugged Night Ft. Saher,2019-04-14,2019-04-15
334204,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/f38/eea3d5b94fc9a3385ab5193173f17f38_1554190514.jpeg,Multiple Corporate Offers at the Black Pearl Marathahalli ,2019-04-02,2020-03-31
334204,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/7af/4f9a92536362250dcebfe5f710aaa7af_1554190514.jpeg,Multiple Corporate Offers at the Black Pearl Marathahalli ,2019-04-02,2020-03-31
334206,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/f17/c049f9aeddd7129eb083bb426172cf17_1554190681.jpeg,Early Bird & Late Bird Offers at Black Pearl ,2019-04-02,2020-03-31
334206,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/e9f/d7cadb0399ddbed807e94c97e3909e9f_1554190681.jpeg,Early Bird & Late Bird Offers at Black Pearl ,2019-04-02,2020-03-31
334210,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/763/823547a36ed40f9b4bec7ab5f4b25763_1554190858.jpeg,Cocktails and Mocktails offers at Black Pearl ,2019-04-02,2020-03-31
334210,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/e0f/c8fc6c14e15bcaf40df8d2d659ac6e0f_1554190859.jpeg,Cocktails and Mocktails offers at Black Pearl ,2019-04-02,2020-03-31
334210,The Black Pearl,18387426,https://b.zmtcdn.com/data/zomato_events/photos/b90/c9bfdf963ccaa51502938e28f4ba1b90_1554190859.jpeg,Cocktails and Mocktails offers at Black Pearl ,2019-04-02,2020-03-31
336921,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/f93/c3f8ad86820067b04cd99322f8a55f93_1554730197.jpeg,Unlimited Alcohol Offers at The Black Pearl,2019-04-08,2020-03-31
336921,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/327/4cf84c9544be624bcd1c9fab93448327_1554730197.jpeg,Unlimited Alcohol Offers at The Black Pearl,2019-04-08,2020-03-31
336921,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/278/bb492f20db1d931461d6fd06d766f278_1554730197.jpeg,Unlimited Alcohol Offers at The Black Pearl,2019-04-08,2020-03-31
336924,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/2d6/138ca755a6df9ffa0e24ab4f6a4c02d6_1554730441.jpeg,"Every 11 pax get 1 free buffet, Every 20 pax get 2 free buffet",2019-04-08,2020-03-31
336924,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/bae/d892991dfb844b37eff81f77576cabae_1554730442.jpeg,"Every 11 pax get 1 free buffet, Every 20 pax get 2 free buffet",2019-04-08,2020-03-31
336929,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/7dd/f8ed5d2cae323b42cfc3f977d04e97dd_1554730625.jpeg,Early Bird Offer & Full Bottle Offer,2019-04-08,2020-03-31
336929,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/db2/4087e87dbfe0545c0c11f9c1ebbfbdb2_1554730625.jpeg,Early Bird Offer & Full Bottle Offer,2019-04-08,2020-03-31
336932,The Black Pearl,54162,https://b.zmtcdn.com/data/zomato_events/photos/359/40bdc0c46472fe6eeb756f47fce01359_1554730726.jpeg,Sunday Specials at The Black Pearl,2019-04-08,2020-03-31
251427,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/7df/819679a3c0fd7f5a2ced303beb7127df_1543831739.png,The Desi Electrifier Night | Every Wednesday | Ft. DJ 303K | Bollywood Deep House,2019-04-10,2019-04-10
194302,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/7ac/09491fa11a739d713476a6c39d4e57ac_1529659598.jpg,Planning an office event? | Corporate Packages & Discounts,2019-04-11,2019-04-11
332104,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/398/d953b1f30315f62282e23290285bf398_1553754376.jpg,Live T-20 Sports Screening | Beer Pitchers @ 500/-,2019-04-11,2019-04-11
262407,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/427/5db986338bdd4e40df5e7bc53fb81427_1546863206.jpg,BollyEDM Night | This Friday | Ft. DJ Ashwin | EDM and Bollywood Night,2019-04-12,2019-04-12
199069,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/17c/eaf36fb26869a1545a1608810b88117c_1538976173.jpg,Bollywood Night Ft. DJ SAM | Live Dhol Performance,2019-04-13,2019-04-13
206595,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/5ef/a4d5e1e3e66b9b083494866b420fa5ef_1546847980.jpg,Sunday Brunch,2019-04-14,2019-04-14
288350,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/6bf/f8f0ab4942a0a077e4b74f09239e96bf_1547112109.png,Sunday Rewind | Ft. DJ Sam,2019-04-14,2019-04-14
204342,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/428/ae636e527abfe9c086d861b2f9602428_1546591272.png,Corporate Lunch | Buffet | Monday - Saturday | @ INR 599,2019-04-15,2019-04-15
264218,The Pallet,18595782,https://b.zmtcdn.com/data/zomato_events/photos/66f/57ce93ad5437845e88ec3ef7c424c66f_1539599793.jpg,Monday Madness | Ft. DJ Sam | Full Day Happy Hours,2019-04-15,2019-04-15
309852,The Reservoire,18537585,NA,Happy Corporate Hours: 15% off! ,2019-04-02,2019-05-07
317312,The Reservoire,18537585,https://b.zmtcdn.com/data/zomato_events/photos/92c/558b523c78baa78dbccfb6c73eacb92c_1554826980.jpg,Happy Hours @ Reservoire,2019-04-09,2019-05-26
337463,The Reservoire,18537585,https://b.zmtcdn.com/data/zomato_events/photos/587/e83c2132c75013e76d5fd7121314d587_1554827399.jpg,SUNDAY TIKI BRUNCH,2019-04-09,2019-06-09
320441,XOOX Brewmill,18727906,https://b.zmtcdn.com/data/zomato_events/photos/aa2/b5391dff2f22069e9c46251edd4afaa2_1554104249.jpg,Happy Hours Menu,2019-04-08,2019-04-30
317384,XOOX Brewmill,18727906,https://b.zmtcdn.com/data/zomato_events/photos/43f/629c8b3d6834c77322cc07dd7210f43f_1533582873.jpg,Plan Your Corporate Event!,2019-04-08,2019-04-30
319262,XOOX Brewmill,18727906,https://b.zmtcdn.com/data/zomato_events/photos/bd6/702aa2516493c5e13d14ba6a65d4ebd6_1553320598.jpg,X019' Match Screening ,2019-04-09,2019-05-05
314958,XOOX Brewmill,18727906,https://b.zmtcdn.com/data/zomato_events/photos/2e1/cb5585c6669f8456c20af9f12eabb2e1_1552052914.jpg,Unlimited Sparkling Wine Brunch !,2019-04-13,2019-04-30
337514,BeHive,18880433,https://b.zmtcdn.com/data/zomato_events/photos/7cd/349ff41efcc982b82ad889684803a7cd_1554865907.jpg,"queen bees , ladies night",2019-04-10,2019-04-10
337013,Flying Duck Co.,6508166,https://b.zmtcdn.com/data/zomato_events/photos/10e/3f9ce11fe6d2bf7263974e5d188be10e_1552983128.jpg,Alcoholic Weekdays! ,2019-04-09,2019-04-11
337013,Flying Duck Co.,6508166,https://b.zmtcdn.com/data/zomato_events/photos/d2d/7e0b8ac1643d35ad04e378926b89fd2d_1552983267.jpg,Alcoholic Weekdays! ,2019-04-09,2019-04-11
337015,Flying Duck Co.,6508166,https://b.zmtcdn.com/data/zomato_events/photos/0f1/62519986315c982e1bd127af1e5af0f1_1553061040.jpg,Girls Night Out,2019-04-10,2019-04-10
329559,Grandmama's Cafe,18740139,https://b.zmtcdn.com/data/zomato_events/photos/ce7/f68ca85fd4194e229684269af3748ce7_1553259518.jpg,Grandma's Quiz Night! ,2019-04-11,2019-04-11
336866,The Sassy Spoon,18417624,NA,Gossip & Giggles ,2019-04-08,2019-12-31
336867,The Sassy Spoon,18417624,NA,A Night to Remember ,2019-04-08,2019-12-31
336718,The FML Lounge,18621437,https://b.zmtcdn.com/data/zomato_events/photos/308/c3b32cf4f0840253801ff0c01e6fa308_1554714758.jpg,HAPPY DAYS 1+1,2019-04-08,2019-05-31
337114,Culture - पुणे,18536004,https://b.zmtcdn.com/data/zomato_events/photos/b58/f2a16cc683eeaabb01052f2c7959fb58_1554792467.jpg,IPL Quiz Night,2019-04-10,2019-04-10
337273,The Urban Foundry,6508323,https://b.zmtcdn.com/data/zomato_events/photos/a64/c393a5e9f6a20df4f15f19926c5afa64_1554807097.jpg,LIVE SCREENING,2019-04-09,2019-04-30
337301,Broadway,18807262,https://b.zmtcdn.com/data/zomato_events/photos/f0d/f84051fb085a223c2970971957175f0d_1554810437.jpg,Meghna Dundi Trio LIVE,2019-04-10,2019-04-10
336905,Farzi Cafe,18607685,https://b.zmtcdn.com/data/zomato_events/photos/131/80b55b59d265decfe4ed923157b53131_1554728150.jpeg,Electronic Fridays with YOGI!,2019-04-12,2019-04-13
333451,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/d3c/6c736ceb55aa545c4e1f2af77eedcd3c_1554060000.jpeg,Early Bird Offer on Buffet!,2019-04-01,2020-03-31
333452,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/2a6/63e054b62fcfe8112849cdb1258c62a6_1554060137.jpeg,Corporate Offers at The Black Pearl Chennai,2019-04-01,2020-03-31
333452,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/36b/baa350b182a0203a2a178b0d0669e36b_1554060137.jpeg,Corporate Offers at The Black Pearl Chennai,2019-04-01,2020-03-31
333454,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/dce/b9709e5ea858d44222bedcfed3f62dce_1554060234.jpeg,Special offers for Senior citizens and Complimentary mocktail per diner!,2019-04-01,2020-03-31
333454,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/002/e9c6823f503faabcdd1f7bdac2c6c002_1554060234.jpeg,Special offers for Senior citizens and Complimentary mocktail per diner!,2019-04-01,2020-03-31
336453,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/ea4/907e5845ef5221dc71c559578d038ea4_1554645083.jpg,Support Namma CSK,2019-04-07,2019-05-30
337249,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/34b/2ca35fca44e8e154a940b4ad46af634b_1554804659.jpg,Tamil Puthandu in Pirates Style,2019-04-14,2019-04-14
337249,The Black Pearl,18800810,https://b.zmtcdn.com/data/zomato_events/photos/7d6/388c741ca91a34e4bcc9f67bf764e7d6_1554804659.jpg,Tamil Puthandu in Pirates Style,2019-04-14,2019-04-14
335804,Farzi Café,18801082,NA,Saturday Night with DJ SAAD!,2019-04-13,2019-04-14
335809,Farzi Café,18801082,https://b.zmtcdn.com/data/zomato_events/photos/814/df682d8402a8276f22dd32b0cf180814_1554455250.jpeg,Sunday Night with Indie Street Rockers!,2019-04-14,2019-04-15
336239,Skyhilton,18439027,https://b.zmtcdn.com/data/zomato_events/photos/142/03b08e1096a645facf19bec8f7124142_1554550960.jpg,Unlimited Navratri Chaat,2019-04-06,2019-04-13
336485,The Night Jar,18748726,https://b.zmtcdn.com/data/zomato_events/photos/104/70ee0cc803cdbdde1ab8bb92d3315104_1554742926.jpg,Wow Wednesday,2019-04-10,2019-04-10
334436,Thali and More,102695,https://b.zmtcdn.com/data/zomato_events/photos/d93/1ff671abaef07622a8b530b09fff9d93_1554206574.jpeg,GOOD MORNING JAIPUR,2019-04-03,2019-04-30
335248,DND - Daily Nutritional Diet,18694731,https://b.zmtcdn.com/data/zomato_events/photos/dca/ea2c012dfb0bdd868fe3b7c2a19f6dca_1554359769.jpg,Navratri Special Menu,2019-04-04,2019-04-14
337488,Purple Martini,130309,https://b.zmtcdn.com/data/zomato_events/photos/398/e170471e1cbc94495cee183046834398_1554836969.png,Friday Artisans Bazaar with Live Music On SITAR at Purple Martini at Sunset Point,2019-04-12,2019-04-12
337489,Purple Martini,130309,https://b.zmtcdn.com/data/zomato_events/photos/8ff/56f534139c43ade31c6bfbaf909948ff_1554837070.png,SAX Sunsets with Saxophonist David Goren DJ Set By Tashi - I at Purple Martini at Sunset Point,2019-04-13,2019-04-13
337490,Purple Martini,130309,https://b.zmtcdn.com/data/zomato_events/photos/60a/07e8be093e43e8e7558c8c054072c60a_1554837191.png,Shanti Sundays with Saxophonist ARTEMIY at Purple Martini at Sunset Point,2019-04-14,2019-04-14
334112,The Fisherman's Wharf,130535,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-30
334112,The Fisherman's Wharf,18685303,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-30
334112,The Fisherman's Wharf,16541849,https://b.zmtcdn.com/data/zomato_events/photos/1cf/b5002822975b944a10dedeb0f3b5f1cf_1554178872.jpg,Mango Mania,2019-04-02,2019-04-30
336304,Three Beans,3301462,NA,GOT FINAL SEASON S08E01,2019-04-15,2019-04-15
336612,The Civil Kitchen,18748677,NA,BUY 1 GET 1,2019-04-08,2019-04-30
336615,The Civil Kitchen,18748677,NA,Kitty Party ,2019-04-08,2019-06-30
336285,Juhi's Kitchen,18795312,NA,SPECIAL VEGETARIAN DISHES,2019-04-06,2019-04-17
316246,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,203518,https://b.zmtcdn.com/data/zomato_events/photos/3f4/55cbf6d07983e2e71099368ff6b8b3f4_1550642061.jpg,The Huddle Bollywood Night,2019-04-26,2019-04-27
316249,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,203518,https://b.zmtcdn.com/data/zomato_events/photos/3f4/55cbf6d07983e2e71099368ff6b8b3f4_1550642162.jpg,The Huddle Bollywood Night,2019-04-26,2019-04-27
337390,Tamarind Terrace,18650045,https://b.zmtcdn.com/data/zomato_events/photos/59a/3b4b84d7f4a09ec3d2819a9d418d359a_1554819420.jpg,Vishu Sadhya,2019-04-15,2019-04-15
335476,Rasoi Ghar,209654,https://b.zmtcdn.com/data/zomato_events/photos/dc5/ddca56001ba4f053eb04378a0b203dc5_1554383144.png,4th Anniversary Celebration!,2019-04-29,2019-05-01
334878,Malabar Regency,5604236,NA,Traditional Kerala Style Vishu Sadya,2019-04-15,2019-04-15
335542,Ghee Rice,5702486,NA,Vishu Celebration at Ghee Rice,2019-04-14,2019-04-14
298162,"Eight - Cordis, Auckland Hotel",7001670,https://b.zmtcdn.com/data/zomato_events/photos/7c7/1e86b395be621acc7140265f19c477c7_1547170215.jpg,Chocolate Tuesdays,2019-04-05,2019-08-21
335217,The Cutt Grill House,18680113,https://b.zmtcdn.com/data/zomato_events/photos/9f6/28778b1cc5af30accd9cda640f5bd9f6_1554356002.jpg,Knowledge is power,2019-04-04,2019-06-01
